contest,candidate,vote_type,precinct,votes
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2505 CIN 25-E,85
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2506 CIN 25-F,70
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2507 CIN 25-G,39
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2508 CIN 25-H,89
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2509 CIN 25-I,73
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2510 CIN 25-J,58
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2511 CIN 25-K,76
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2512 CIN 25-L,16
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2601 CIN 26-A,96
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2602 CIN 26-B,55
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2603 CIN 26-C,41
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2604 CIN 26-D,22
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2605 CIN 26-E,40
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2606 CIN 26-F,20
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2607 CIN 26-G,38
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2608 CIN 26-H,14
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2609 CIN 26-I,52
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2610 CIN 26-J,64
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2611 CIN 26-K,78
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2612 CIN 26-L,32
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2613 CIN 26-M,17
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2614 CIN 26-N,46
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2615 CIN 26-O,85
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2616 CIN 26-P,58
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2617 CIN 26-Q,14
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2618 CIN 26-R,34
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Election,2619 CIN 26-S,43
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0101 CIN 1-A,1
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0102 CIN 1-B,17
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0103 CIN 1-C,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0104 CIN 1-D,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0105 CIN 1-E,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0106 CIN 1-F,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0107 CIN 1-G,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0108 CIN 1-H,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0109 CIN 1-I,7
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0110 CIN 1-J,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0111 CIN 1-K,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0112 CIN 1-L,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0113 CIN 1-M,14
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0201 CIN 2-A,33
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0202 CIN 2-B,28
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0203 CIN 2-C,14
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0204 CIN 2-D,36
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0205 CIN 2-E,26
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0206 CIN 2-F,16
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0207 CIN 2-G,29
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0208 CIN 2-H,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0209 CIN 2-I,24
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0210 CIN 2-J,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0211 CIN 2-K,24
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0301 CIN 3-A,18
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0302 CIN 3-B,10
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0303 CIN 3-C,26
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0304 CIN 3-D,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0305 CIN 3-E,22
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0401 CIN 4-A,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0402 CIN 4-B,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0403 CIN 4-C,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0404 CIN 4-D,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0405 CIN 4-E,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0406 CIN 4-F,10
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0407 CIN 4-G,25
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0408 CIN 4-H,17
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0501 CIN 5-A,24
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0502 CIN 5-B,19
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0503 CIN 5-C,16
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0504 CIN 5-D,22
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0505 CIN 5-E,13
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0506 CIN 5-F,23
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0507 CIN 5-G,31
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0508 CIN 5-H,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0509 CIN 5-I,39
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0601 CIN 6-A,2
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0602 CIN 6-B,4
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0603 CIN 6-C,2
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0604 CIN 6-D,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0605 CIN 6-E,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0701 CIN 7-A,38
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0702 CIN 7-B,10
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0703 CIN 7-C,45
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0704 CIN 7-D,28
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0705 CIN 7-E,27
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0706 CIN 7-F,38
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0707 CIN 7-G,31
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0708 CIN 7-H,13
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0709 CIN 7-I,30
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0710 CIN 7-J,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0711 CIN 7-K,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0801 CIN 8-A,25
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0802 CIN 8-B,13
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0803 CIN 8-C,33
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0804 CIN 8-D,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0901 CIN 9-A,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0902 CIN 9-B,17
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0903 CIN 9-C,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,0904 CIN 9-D,21
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1001 CIN 10-A,10
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1002 CIN 10-B,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1003 CIN 10-C,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1101 CIN 11-A,4
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1102 CIN 11-B,1
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1103 CIN 11-C,2
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1104 CIN 11-D,5
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1201 CIN 12-A,2
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1202 CIN 12-B,0
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1203 CIN 12-C,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1204 CIN 12-D,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1205 CIN 12-E,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1301 CIN 13-A,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1302 CIN 13-B,20
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1303 CIN 13-C,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1304 CIN 13-D,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1305 CIN 13-E,41
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1306 CIN 13-F,25
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1307 CIN 13-G,21
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1308 CIN 13-H,0
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1401 CIN 14-A,19
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1402 CIN 14-B,34
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1403 CIN 14-C,3
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1404 CIN 14-D,41
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1405 CIN 14-E,31
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1406 CIN 14-F,32
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1407 CIN 14-G,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1408 CIN 14-H,25
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1409 CIN 14-I,26
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1501 CIN 15-A,7
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1502 CIN 15-B,22
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1503 CIN 15-C,17
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1504 CIN 15-D,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1505 CIN 15-E,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1506 CIN 15-F,18
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1507 CIN 15-G,4
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1508 CIN 15-H,18
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1509 CIN 15-I,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1510 CIN 15-J,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1601 CIN 16-A,5
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1701 CIN 17-A,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1702 CIN 17-B,10
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1703 CIN 17-C,4
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1801 CIN 18-A,5
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1802 CIN 18-B,4
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1901 CIN 19-A,3
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1902 CIN 19-B,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1903 CIN 19-C,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,1904 CIN 19-D,0
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2001 CIN 20-A,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2002 CIN 20-B,7
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2003 CIN 20-C,16
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2004 CIN 20-D,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2005 CIN 20-E,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2101 CIN 21-A,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2102 CIN 21-B,2
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2103 CIN 21-C,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2104 CIN 21-D,7
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2105 CIN 21-E,2
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2201 CIN 22-A,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2202 CIN 22-B,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2203 CIN 22-C,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2301 CIN 23-A,19
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2302 CIN 23-B,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2303 CIN 23-C,13
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2304 CIN 23-D,7
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2305 CIN 23-E,14
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2306 CIN 23-F,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2307 CIN 23-G,19
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2308 CIN 23-H,22
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2309 CIN 23-I,22
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2310 CIN 23-J,21
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2311 CIN 23-K,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2312 CIN 23-L,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2313 CIN 23-M,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2314 CIN 23-N,14
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2315 CIN 23-O,34
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2316 CIN 23-P,20
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2317 CIN 23-Q,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2318 CIN 23-R,14
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2401 CIN 24-A,32
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2402 CIN 24-B,20
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2403 CIN 24-C,7
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2404 CIN 24-D,16
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2405 CIN 24-E,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2406 CIN 24-F,21
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2407 CIN 24-G,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2408 CIN 24-H,0
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2409 CIN 24-I,0
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2501 CIN 25-A,5
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2502 CIN 25-B,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2503 CIN 25-C,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2504 CIN 25-D,10
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2505 CIN 25-E,14
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2506 CIN 25-F,5
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2507 CIN 25-G,3
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2508 CIN 25-H,10
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2509 CIN 25-I,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2510 CIN 25-J,15
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2511 CIN 25-K,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2512 CIN 25-L,1
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2601 CIN 26-A,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2602 CIN 26-B,7
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2603 CIN 26-C,2
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2604 CIN 26-D,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2605 CIN 26-E,6
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2606 CIN 26-F,10
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2607 CIN 26-G,7
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2608 CIN 26-H,1
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2609 CIN 26-I,8
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2610 CIN 26-J,11
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2611 CIN 26-K,12
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2612 CIN 26-L,9
3  PROPOSED CHARTER AMENDMENT CITY OF CINCINNATI (CAMPAIGN FINANCE),NO,Early,2613 CIN 26-M,4
