"","VoterIdent","PrecinctNum","PrecinctSplit","PrecinctName","2025 General Election","2025 Primary Election","2024 General Election","2024 Primary Election","2023 General Election","2023 August Election","PRIMARY_MAY_2023","GENERAL_NOV_2022","AUG PRIMARY ELECTION 2022","PRIMARY_MAY_2022","GENERAL_NOV_2021","PRIMARY_MAY_2021"
"182647","001766098",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"E-U",NA,"P-U",NA,NA
"182648","240047029",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182649","002016957",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182650","250010738",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182651","001831944",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182652","001850197",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182653","001752840",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,"P-U","P-U","P-U"
"182654","240042075",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182655","001548424",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182656","001989527",505,0,"CINCINNATI 5-E",NA,"P-U","E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182657","001046268",505,0,"CINCINNATI 5-E",NA,"P-","E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182658","001980221",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","E-U",NA,"E-U","P-D","P-U","P-U",NA
"182659","002058231",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","P-U",NA,"E-U",NA,NA,"P-U",NA
"182660","002058229",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","P-U",NA,"E-U",NA,NA,NA,NA
"182661","240024188",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182662","001437963",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U",NA,NA,"P-U",NA,NA,"P-U",NA
"182663","001022880",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"182664","001547626",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"182665","002118207",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182666","001723248",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182667","001575099",505,0,"CINCINNATI 5-E",NA,"A-U","A-U",NA,"A-U","A-U",NA,"A-U","A-D","A-U","A-U",NA
"182668","002089685",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"182669","001331594",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"182670","240074243",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182671","240029836",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182672","000154277",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"182673","000905110",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,"P-U","P-U"
"182674","002025862",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182675","001210994",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182676","001806360",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"182677","001804793",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"182678","001860713",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182679","001284034",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","P-U",NA,NA,NA,"P-U","P-U",NA
"182680","000168443",505,0,"CINCINNATI 5-E",NA,NA,"E-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"182681","000155635",505,0,"CINCINNATI 5-E",NA,NA,"A-U","P-R","P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182682","001683088",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182683","001632708",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182684","002117321",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182685","002123496",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182686","001664723",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182687","001884447",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182688","002092819",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182689","001947416",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182690","001739009",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","E-U",NA,"P-U",NA,NA,NA,NA
"182691","002128105",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182692","001936302",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P-U"
"182693","001560966",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182694","002046956",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"182695","001958357",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182696","001889679",505,0,"CINCINNATI 5-E",NA,"A-U","A-U",NA,"A-U","A-U",NA,"A-U","A-D","A-U","A-U","A-U"
"182697","240035331",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182698","001782367",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182699","001931595",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,"P-U",NA,"P-U",NA,"P-U","P-U",NA
"182700","001552550",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,"A-U",NA,NA,"P-U",NA
"182701","001640092",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182702","001874888",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182703","001870059",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182704","001887066",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182705","002027422",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182706","002024597",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182707","240068736",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182708","001729034",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182709","002058918",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182710","240104073",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182711","002113460",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182712","240048530",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182713","001622645",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U","P-D",NA,"P-U","P-U"
"182714","230005697",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"182715","001846542",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182716","250011751",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182717","002078300",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"E-U","E-U",NA,"A-U","P-D","P-U","E-U","P-U"
"182718","001987408",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,"E-U",NA
"182719","002044772",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182720","001932382",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,"E-U",NA
"182721","002032836",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","P-U",NA,NA,NA,NA,NA,NA
"182722","230011551",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182723","002019198",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182724","002019172",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182725","001965071",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U","P-D",NA,"P-U",NA
"182726","002072749",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182727","230015683",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182728","230015690",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182729","002112992",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,"E-U",NA,"A-U",NA,NA,NA,NA
"182730","250004006",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182731","001585054",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"182732","001991275",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182733","001169503",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"182734","001843085",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,"P-U",NA
"182735","001169504",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"182736","001887217",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,"P-U",NA,NA,NA,NA,NA,"P-U"
"182737","001854071",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182738","001872073",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182739","002048311",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182740","002007884",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182741","000440464",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","E-U",NA,"P-U",NA,"P-U","P-U","P-U"
"182742","000432000",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182743","001865697",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182744","001621576",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182745","001865427",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182746","002009017",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182747","000183899",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,"P-U","P-U",NA
"182748","000795303",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"182749","000536852",505,0,"CINCINNATI 5-E",NA,"P-U","E-U","P-D","E-U","E-U",NA,"P-U","P-D","P-U","P-U","P-U"
"182750","001792224",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182751","001933053",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182752","001721415",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"182753","001721416",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182754","001456885",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,"P-U","P-U","P-U"
"182755","001769723",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,"P-U",NA
"182756","001437603",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA
"182757","250030599",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182758","001410242",505,0,"CINCINNATI 5-E",NA,NA,"E-U","P-R","P-U",NA,NA,"E-U","P-R",NA,"P-U","P-U"
"182759","000969739",505,0,"CINCINNATI 5-E",NA,NA,"E-U","P-R","P-U","P-U",NA,"E-U","P-R",NA,"P-U","P-U"
"182760","002118128",505,0,"CINCINNATI 5-E",NA,"A-U","A-U",NA,"A-U","A-U",NA,NA,NA,NA,NA,NA
"182761","001543796",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182762","001593249",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182763","240009806",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182764","240085006",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182765","001529438",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","E-U",NA,"P-U",NA,NA,NA,NA
"182766","230015754",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"E-U",NA,NA,NA,NA,NA,NA,NA
"182767","230015764",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"E-U",NA,NA,NA,NA,NA,NA,NA
"182768","001952149",505,0,"CINCINNATI 5-E",NA,"E-U","E-U","P-R","P-U","E-U",NA,"E-U",NA,"P-U","P-U",NA
"182769","001955889",505,0,"CINCINNATI 5-E",NA,"E-U","E-U","P-D","P-U","E-U",NA,"E-U",NA,NA,NA,NA
"182770","240080043",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182771","001558033",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA
"182772","001166774",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"182773","001990574",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182774","001983059",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"E-U","E-U",NA,"E-U","P-D",NA,NA,NA
"182775","002102797",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"A-U","E-U",NA,"A-U",NA,NA,NA,NA
"182776","001212150",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U","P-D",NA,NA,NA
"182777","001213561",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182778","001856544",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182779","002046588",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"A-U","P-U",NA,"P-U",NA,NA,NA,NA
"182780","002046551",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"A-U",NA,NA,"P-U",NA,NA,NA,NA
"182781","002079328",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"A-U",NA,"P-U","P-U",NA
"182782","240034245",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182783","001698420",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182784","240013263",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182785","001919974",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U","P-U",NA,"A-U",NA,NA,"P-U",NA
"182786","001940414",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,"P-U",NA,"A-U",NA,NA,"P-U",NA
"182787","001810334",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,"E-U",NA,NA,NA,NA,NA,NA
"182788","000154555",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,"P-U","P-U","P-U"
"182789","240040292",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182790","001953817",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182791","001969040",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182792","001404861",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U",NA,NA,"A-U",NA,NA,"P-U","P-U"
"182793","001404858",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U",NA,NA,"A-U","P-R",NA,"P-U","P-U"
"182794","002048867",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U",NA,NA
"182795","002053721",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182796","240001219",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182797","240003589",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182798","001993208",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182799","002068892",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182800","002089336",505,0,"CINCINNATI 5-E",NA,"E-U","A-U",NA,"E-U","E-U",NA,"A-U",NA,NA,NA,NA
"182801","001292966",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182802","001932202",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"182803","001932211",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182804","001872538",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182805","001940761",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"E-U",NA,NA,"P-U",NA
"182806","001171187",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"E-U","E-U",NA,"A-U",NA,NA,"P-U","P-U"
"182807","000747695",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"182808","001963201",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182809","001943598",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"E-U",NA,NA,"P-U",NA,NA,"P-U",NA
"182810","001943604",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U",NA,NA,"P-U",NA,NA,"P-U",NA
"182811","001553909",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182812","001924194",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"A-U","A-U",NA,"A-U",NA,NA,NA,NA
"182813","001900609",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"182814","002056276",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"A-U",NA,NA,"P-U",NA
"182815","002063543",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"E-U",NA,NA,NA,NA
"182816","001813212",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182817","001591688",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182818","002068999",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182819","002088455",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,"A-U",NA,NA,NA,NA
"182820","002035539",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182821","002065076",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182822","001517027",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"182823","002059009",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182824","240099581",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182825","001852387",505,0,"CINCINNATI 5-E",NA,"A-U","A-U",NA,"A-U","P-U",NA,"A-U",NA,NA,"P-U","A-U"
"182826","001953868",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182827","002005934",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182828","001597258",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182829","001788438",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-R","P-U",NA,NA,"P-U",NA,NA,"P-U",NA
"182830","001723089",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182831","001774376",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182832","240076331",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182833","002104000",505,0,"CINCINNATI 5-E",NA,"P-U","A-U",NA,"E-U","P-U",NA,"E-U",NA,NA,NA,NA
"182834","001789911",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,"A-U",NA,NA,NA,NA
"182835","001805520",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182836","001955042",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182837","230009279",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182838","002127998",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182839","000217014",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,NA,"E-R","E-U","P-U",NA
"182840","001156593",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-R","P-U",NA,NA,"P-U",NA,NA,"P-U","P-U"
"182841","001971620",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182842","002004471",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182843","001810810",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182844","002064602",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182845","001060496",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182846","001060498",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182847","001568182",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"E-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182848","001571223",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","E-U",NA,"P-U",NA,NA,"P-U",NA
"182849","001460188",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"182850","001133135",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"182851","002040186",505,0,"CINCINNATI 5-E",NA,"P-U","E-U",NA,"E-U","E-U",NA,"P-U",NA,NA,"P-U",NA
"182852","230015057",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182853","001685110",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
